ccf_id,control_domain,control_name,control_description,nist_cybersecurity,bsi_c5,cis_v8,mlps,iso_22301,cyber_essentials_uk,ens,iso_27001,iso_27002,iso_27017,iso_27018,tx_ramp_L1,fedramp_tailored,fedramp_moderate,hipaa_security,irap,ismap,mas,pci_dss_v4,kfsi,soc_2,nist_cybersecurity_ref,bsi_c5_ref,cis_v8_ref,mlps_ref,iso_22301_ref,cyber_essentials_uk_ref,ens_ref,iso_27001_ref,iso_27002_ref,iso_27017_ref,iso_27018_ref,tx_ramp_L1_ref,fedramp_tailored_ref,fedramp_moderate_ref,hipaa_security_ref,irap_ref,ismap_ref,mas_ref,pci_dss_v4_ref,kfsi_ref,soc_2_ref
PR-02,People Resources,Performance Management,Organization has established a check-in performance management process for on-going dialogue between managers and employees. Quarterly reminders are sent to managers to perform their regular check-in conversation.,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"CC1.4
CC1.5"
PR-03,People Resources,Hiring Process,Job candidates apply for roles that are listed on the Organization career portal; candidates are interviewed to determine their knowledge and competence for their prospective roles and compatibility with Organization values.,,X,,X,X,,,,,,,,,,,,X,,,,,,HR-01,,"8.1.8.1 
8.3.4.1","7.2(a)

7.2(b)

7.2�

7.2(d)

7.2",,,,,,,,,,,,"4.5.2.2
6.1.1.11
7.1.2.7
18.2.1.5",,,,
PR-04,People Resources,Organization Property Collection,"Upon employee termination, management is notified to collect Organization property from the terminated employee.
",,X,,X,,,X,,X,,,X,X,X,,,X,,,,,,"AM-05
HR-05",,8.1.8.2,,,"2

3

14

16

17

60",,5.11,,,PS-04,PS-04,PS-04,,,"6.2.2.21
8.1.3.2
8.1.4.1
8.1.4.2
8.1.4.4
8.1.5.2.P
8.1.5.3.P
9.2.2.1
9.2.6.1",,,,
PR-05,People Resources,Exit Interviews,"Upon employee termination, management conducts exit interviews for the terminated employee.",,X,,,,,,,,,,X,X,X,,,,,,,,,HR-05,,,,,,,,,,PS-04,PS-04,PS-04,,,,,,,
PR-06,People Resources,Disciplinary Process,Employees that fail to comply with Organization policies are subject to a disciplinary process.,,X,,,X,,X,X,X,,,X,X,X,X,,X,,,,X,,HR-04,,,7.3�,,60,7.3(c),6.4,,,PS-08,PS-08,PS-08,164.308(a)(1)(ii)(C),,"4.5.2.8
7.1.2.6
7.2.3.1
7.2.3.2
7.2.3.3
7.2.3.4",,,,CC1.5
PR-07,People Resources,Code of Ethics,Organization has a Code of Ethics for Senior Officers. The Senior Officers and CEO certify that they understand the Code on an annual basis.,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,PL-04,PL-04,PL-04,,,,,,,
PR-08,People Resources,Business Ethics Hotline,Organization has a business ethics hotline for employees and external parties to report ethical misconduct. Allegations are investigated and Organization will take appropriate action for confirmed violations. Hotline reports are reported to the Audit Committee on a quarterly basis.,,,,,,,,,,,,X,X,X,,,X,,,,X,,,,,,,,,,,,PS-08,PS-08,PS-08,,,"7.2.1.7
18.1.2.13.PB",,,,CC2.2
PR-09,People Resources,National Security Clearance,"Organization conducts screening and rescreening of authorized personnel for roles that require national security clearances. For national security clearances; a reinvestigation is required during the 5th year for top secret security clearance, the 10th year for secret security clearance, and 15th year for confidential security clearance. In addition, for law enforcement and high impact public trust level, a reinvestigation is required during the 5th year.",,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,PS-03,PS-03,PS-03,,,,,,,
PR-10,People Resources,Code of Business Conduct,"Organization has documented the Code of Business Conduct and Business Partner Code of Conduct, which are reviewed, updated if applicable, and approved by senior management annually.",,,,,,,,,,,,X,X,X,,,,,,,X,,,,,,,,,,,,PL-04,PL-04,PL-04,,,,,,,CC1.1
PRIV-01,Privacy,Privacy Program,"Organization privacy policies for individuals, including relevant updates, are communicated on the public company website or on the internal corporate network.",,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,A.7.1,,,,,,"18.1.4.1
18.1.4.2
18.1.4.3
18.1.4.4",,,,
PRIV-02,Privacy,Privacy Program Review,"On an annual basis, Organization performs a review of privacy practices to ensure the following:
� consent is obtained for users whose personal information (PI) is managed by Organization
� PI inventory integrity and accuracy
� data access request response template is understandable
� standard agreement templates are up-to-date
� requests to delete, access or update PI are processed accurately and within a timeframe consistent with Organization policy
� compliance with Organization's privacy commitments
� known privacy issues are remediated
� opt-in and opt-out compliance with applicable law
� Organization privacy documentation and practices are relevant to applicable law
� compliance with relevant industry Codes of Conduct (e.g., EDAA)
� if applicable, joint controller responsibilities are clearly defined and communicated to both data controllers and the data subject",,,,,,,,,X,,X,,,,,X,,,,,,,,,,,,,,5.34,,A.11.1,,,,,ISM-1451,,,,,
PRIV-03,Privacy,Privacy Readiness Review,Organization performs privacy readiness reviews to identify high-risk processing activities that impact personal data; identified non-compliance with Organization privacy practices is tracked through remediation.,,,,,,,X,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,
PRIV-04,Privacy,Privacy Notice,"Individuals are given appropriate notice and an opportunity to consent or decline to Organization privacy practices such as accessing, collecting, processing, transferring, or storing personal information.",,X,,,,,,,,,X,,,,,X,,,,,,,IDM-07,,,,,,,,,"A.2.1

A.2.2

A.7.1

",,,,,"ISM-0347
ISM-0663
ISM-0661",,,,,
PRIV-05,Privacy,Personal Information Notice and Consent: Additional Processing Activities,"Where appropriate, Organization obtains individual consent for processing activities for which consent has not been previously obtained.",,X,,X,,,,,,,X,,,,,,,,,,,,IDM-07,,8.1.4.11,,,,,,,A.2.2,,,,,,,,,,
PRIV-06,Privacy,Notice of Personal Information Disclosure,"In accordance with Organization policy, Organization provides notice to individuals regarding legally-required disclosures of personal information.",,,,X,,,,,,,X,,,,,,,,,,X,,,,8.2.4.5 (a),,,,,,,A.5.1,,,,,,,,,,C1.1
PRIV-07,Privacy,PII Processing Agreements,Personal information is handled and processed in accordance with contractual requirements.,,X,,,,,,,X,,X,,,,,,X,,,,,,"PSS-12
INQ-2
INQ-3
INQ-4",,,,,,,5.34,,A 2.1,,,,,,18.1.5.6,,,,
PRIV-08,Privacy,Record of Processing Activity,"Organization documents, reviews, and approves a record of processing activities related to personal information.",,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,5.34,,,,,,,,18.1.4.6,,,,
PRIV-09,Privacy,Document Management Standard: HIPAA,"Documentation that impacts personal health information, including policies, procedures, and the documentation of actions, activities, or assessments, are retained for 6 years from the date of its creation, or the date when it last was in effect, whichever is later.",,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,164.316(b)(2)(i),,,,,,
PRIV-10,Privacy,Law Enforcement Requests,Law enforcement agencies may submit requests for evidence; submitted requests are reviewed and tracked to resolution.,,X,,,,,,,X,,,,,,,,,,,,,,INQ-01,,,,,,,5.34,,,,,,,,,,,,
PS-01,Proactive Security,Endpoint Detection and Response,"Endpoint Detection and Response (EDR) software is deployed to continuously monitor, detect, and respond to cyber threats and patterns of malicious behavior and activity.",,,X,,,,,,,,,,,,,,,,,,,,,"13.2
13.7",,,,,,,,,,,,,,,,,,
PS-02,Proactive Security,Threat Hunting,"Organization performs threat hunting to identify, track, and disrupt threats that evade existing security controls.",,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,
PS-03,Proactive Security,Threat Modeling,Organization performs periodic threat modeling to ensure that potential threats are identified and assessed.,,,X,,,,,,,,,,,,,,,,,,,,,16.14,,,,,,,,,,,,,,,,,,
PS-04,Proactive Security,Adversary Intelligence,Organization gathers intelligence on adversary personas to assist in the prioritization of security activities.,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,
RM-01,Risk Management,Service Risk Rating Assignment,"Annually, Organization prioritizes the frequency of vulnerability discovery activities based on an assigned service risk rating.",,,,,,,X,X,,,,X,X,X,,X,,,X,,,,,,,,,"1

6

7

47

48

49","4.1
8.1
8.2
8.3
10.2
6.1.1
6.1.2
6.1.3
6.2(c)
9.1",,,,CA-07,CA-07,"CA-07
RA-05 (02)
RA-05 (03)",,"ISM-1608
ISM-1588
ISM-1698
ISM-1699
ISM-1700
ISM-1701
ISM-1702
ISM-1752
ISM-1703
ISM-1616
ISM-1755",,,"12.3, 12.3.1, 12.3.2, 12.3.3, 12.3.4",,
RM-02,Risk Management,Risk Assessment,Organization management performs an annual risk assessment. Results from risk assessment activities are reviewed to prioritize mitigation of identified risks.,X,X,,,X,,X,X,,,,X,X,X,,X,X,X,X,,X,"ID.GV-4
ID.RA-6
ID.RM-1
ID.RM-2
ID.RM-3","COM-03
DEV-01
OIS-04
OIS-06
OIS-07
OPS-20
SSO-05",,,"6.1.1(a)

6.1.1(b)

6.1.1.(c)

6.1.2(b.2)

8.2.3(a)

8.2.3(b)

8.2.3�

8.3.1

8.3.2(a)

8.3.2(b)

8.3.2�

8.3.2(d)

8.3.2�

8.3.2(f)

8.3.3(a)

8.3.3(b)

8.3.3�",,"1

5

6

7

47

48

49","4.1
8.1
8.2
8.3
10.2
6.1.1
6.1.2
6.1.3
6.1.3(a)
6.1.3(b)
6.1.3(e)
6.1.3(f)
6.2(c)
9.1",,,,CA-07 (04),"RA-03
CA-07 (04)","RA-03
SA-09 (01)",,"ISM-0726
ISM-1587
ISM-1631
ISM-1567
ISM-1563
ISM-1588","3.1.2.2
3.1.3.1
3.1.4.3
4.4.6.1
4.4.7.1
4.4.7.2
4.4.7.3
4.4.7.4
4.4.8.1
4.4.8.4
4.4.8.5
4.5.4.1
4.5.5.1
4.6.1.1
4.8.1.1
4.9.2.1
4.9.2.2
6.1.1.3
14.1.1.1
14.2.6.3
14.2.6.4
14.2.6.5
14.2.6.9
14.2.6.10","3.1
4.1
4.2
4.3","12.3, 12.3.1, 12.3.2, 12.3.3, 12.3.4",,"CC3.2
CC3.3
CC3.4
CC9.1"
RM-03,Risk Management,Risk Assessment: HIPAA Criteria,"Organization's periodic risk assessment for systems that process, transmit or store Protected Health Information (PHI) includes the following:
� identify and classify assets
� identify threats
� identify vulnerabilities
� identify controls
� perform threat likelihood analysis
� perform threat impact analysis
� identify residual risk
� identify appropriate safeguards",,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"164.308(a)(1)(ii)(A)
164.308(a)(1)(ii)(B)
164.308(a)(8)",,,,,,
RM-04,Risk Management,Continuous Monitoring,The design and operating effectiveness of internal controls are continuously evaluated against the established Common Controls Framework by Organization. Corrective actions related to identified deficiencies are tracked to resolution.,,X,,X,X,,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,"COM-02
COM-03",,8.1.10.6,"8.1(a)

8.1(b)",,"2

3

5

47

48

49","9.1
9.3
10.1",5.29,,,"CA-05
CA-07","CA-05
CA-07","CA-05
CA-07",164.308(a)(8),"ISM-1700
ISM-1701
ISM-1702
ISM-1752
ISM-1703","3.1.4.2
4.4.8.2
4.4.8.3
4.5.4.1
4.5.4.3
4.6.2.3
4.6.2.4
4.6.3.1
4.7.1.2
4.7.1.3
4.7.1.4
4.7.1.6
12.7.1.1
12.7.1.5
12.7.1.6
18.2.1.2
18.2.1.3
18.2.1.4
18.2.2.1
18.2.2.2
18.2.3.1
18.2.3.2","3.2
4.1
15.1","12.3, 12.3.1, 12.3.2, 12.3.3, 12.3.4, A3.3.3",2.2.1,"CC2.1
CC4.1
CC4.2"
RM-05,Risk Management,Self-Assessments: PCI,"On a quarterly basis, reviews shall be performed with approved documented specification to confirm personnel are following security policies and operational procedures pertaining to:
� daily log reviews
� firewall rule-set reviews
� applying configuration standards to new systems
� responding to security alerts
� change management processes",,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,ISM-1294,,,"12.4.2, 12.4.2.1",,
RM-06,Risk Management,Internal Audits,Organization establishes internal audit requirements based on the Common Controls Framework by Organization and executes audits on information systems and processes at planned intervals.,,X,,,X,,X,X,X,,,X,X,X,,,X,,,,,,COM-03,,,"8.6(d)

9.2.1(a.1)

9.2.2(a.2)

9.2.3(b)

9.2.2(a)

9.2.2.(b)

9.2.2.(c)

9.2.2.(d)

9.2.2.(e)

9.2.2.(g)",,"2

3

5",9.2,"5.36

8.34 ",,,"AU-01
CA-05
CA-07","AU-01
CA-05
CA-07","AU-01
CA-05
CA-07",,,"4.6.2.2
4.6.2.7",,,,
RM-07,Risk Management,ISMS Internal Audit Requirements,Internal audit establishes and executes a plan to evaluate applicable controls in the Information Security Management System (ISMS) at least once every 3 years.,,,,,,,,X,,,,X,X,X,,,X,,,,,,,,,,,,9.2,,,,CA-02,CA-02,CA-02,,,4.7.1.5,,,,
RM-08,Risk Management,Remediation Tracking,Management prepares a remediation plan to formally manage the resolution of findings identified in risk assessment activities.,,,X,,X,,X,X,,,,X,X,X,,,X,,X,,,,,16.3,,"6.1.2(a)

6.1.2(b.1)
9.2.2(f)

10.1.1

10.1.2(a.1)

10.1.2(a.2)

10.1.2(b.1)

10.1.2(b.2)

10.1.2(b.3)

10.1.2�

10.1.2(d)

10.1.2�

10.1.2

10.1.3(a)

10.1.3(b)",,"5

6

7","6.1.3(e)
6.1.3(f)
8.3
10.1
10.2",,,,"RA-03
RA-07","RA-03
RA-07",RA-03,,,"4.5.5.2
4.7.1.1
12.7.1.8",,"12.3, 12.3.1, 12.3.2, 12.3.3, 12.3.4",,
RM-09,Risk Management,ISMS Corrective Action Plans,Management prepares a Corrective Action Plan (CAP) to manage the resolution of nonconformities identified in independent audits.,,,,,,,,X,,,,X,X,X,,X,X,,,,,,,,,,,,"6.1.3(e)
6.1.3(f)
10.1
10.2",,,,RA-03,RA-03,RA-03,,ISM-1564,3.1.5.2,,,,
RM-10,Risk Management,Statement of Applicability,"Management prepares a statement of applicability that includes control objectives, implemented controls, and business justification for excluded controls. Management aligns the statement of applicability with the results of the annual risk assessment. ",,,,,,,X,X,,,,,,,,,,,X,,,,,,,,,"2

3

5","6.1.3(b)
6.1.3(c)
6.1.3(d)",,,,,,,,,,,"12.3, 12.3.1, 12.3.2, 12.3.3, 12.3.4",,
SDD-01,System Design Documentation,System Documentation,Documentation of system boundaries and key aspects of their functionality are published to authorized Organization personnel on the Organization intranet.,,X,X,X,,,,,,,,X,X,X,,,,X,X,,X,,"COS-07
COS-08
PI-01",3.8,8.1.9.5,,,,,,,,"CA-03
CA-09
SA-05","CA-03
CA-09
SA-05","CA-03
CA-09
SA-05",,,,5.6,"12.5.1, 12.5.2, 12.5.2.1, 12.5.3",,CC2.2
SDD-02,System Design Documentation,Whitepapers,"Organization publishes whitepapers to its public website that describe the purpose, design and boundaries of the system and system components.",,X,,X,,,,,,,,,,,,,X,,,,X,,"COS-02
COS-07
COS-08
OIS-03
PI-01
PSS-01",,"8.2.2.1
8.2.4.5
8.2.4.6
8.2.5.1",,,,,,,,,,,,,"4.5.3.1
6.1.3.3.PB
6.3.1.1.PB
8.2.2.7.PB
10.1.1.9.PB
10.1.1.10.P
13.1.1.11.P
13.1.3.12.P
14.1.1.19.P
14.2.1.13.PB
16.1.1.7.P
16.1.1.8.P
16.1.1.9.P
16.1.1.10.P
16.1.1.11.P
16.1.1.12.P
16.1.1.15.P
18.1.1.4.P
18.1.1.6.P
18.1.1.7.P
18.1.3.13.PB
18.1.5.7.PB
18.2.1.9.P
10.1.2.20.PB
8.1.2.7.PB
12.3.1.16.P
12.3.1.17.P
12.3.1.18.P
12.3.1.19.P
12.3.1.20.P
12.3.1.21.P
12.3.1.22.P
12.3.1.23.P
12.3.1.24.P
12.4.1.15.PB
12.4.5.1.P
12.4.5.3.P
12.4.5.4.P
14.1.1.20.P",,,,CC2.3
SG-01,Security Governance,Policy and Standard Review,"Organization's policies and standards are periodically reviewed, approved by management, and communicated to Organization personnel.",X,X,X,X,X,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,"ID.GV-1
ID.AM-6","AM-02
COM-01
COM-02
COM-03
COS-08
CRY-01
DEV-01 
DEV-03
IDM-01
OIS-02
OIS-06
OPS-04
OPS-06
OPS-10
OPS-11
OPS-12
OPS-18
SP-01
SP-02","7.1
11.1
12.4
18.1","8.1.5.4
8.2.5.1","4.1

5.2.1(a)

5.2.1(b)

5.2.1�

5.2.1(d)

5.2.2(a)

5.2.2(b)

5.2.2�

7.3(a)",,"1

2

3

4

27

28

88

89

90","5.1(a)
5.1(d)
5.2(d)
5.2(e)
5.2(g)
7.3(a)
7.3(b)
7.3(c)
7.5.1(b)
7.5.2(a)
7.5.2(b)
7.5.2(c)
7.5.3(a)
7.5.3(b)
7.5.3(c)
7.5.3(d)
7.5.3(e)
7.5.3(f)",5.1,,"A.9.2

A.10.12","PL-01
PS-06","PL-01
PS-06","PL-01
PS-06","164.308(a)(1)(i)
164.308(a)(3)(i)
164.308(a)(4)(i)
164.308(a)(4)(ii)(B)
164.308(a)(4)(ii)�
164.308(a)(7)(i)
164.308(a)(7)(ii)(D)
164.308(a)(8)
164.310(a)(1)
164.312(c)(1)
164.316(b)(1)(i)
164.316(b)(1)(ii)
164.316(b)(2)(ii)
164.316(b)(2)(iii)","ISM-0888
ISM-1602","3.1.3.2
4.4.1.1
4.4.5.1
4.4.5.3
4.5.2.6
4.5.2.7
4.8.1.1
4.8.2.1
4.8.2.2
5.1.1.1
5.1.1.2
5.1.1.3
5.1.1.4
5.1.1.5
5.1.1.6
5.1.1.8
5.1.1.9
5.1.1.10
5.1.1.11
5.1.1.12
5.1.1.13
5.1.1.14
5.1.1.15
5.1.1.16
5.1.1.17
5.1.1.18
5.1.1.19
5.1.1.20
5.1.1.22.P
5.1.1.23.P
5.1.1.24.P
5.1.1.25.P
5.1.1.26.P
5.1.1.27.P
5.1.1.28.P
5.1.1.29.P
5.1.1.30.P
5.1.2.1
5.1.2.3
5.1.2.4
6.1.1.2
6.2.2.1
7.2.1.8
9.1.1.3
9.1.1.4
9.1.1.5
9.1.1.6
9.1.1.7
9.1.1.8
9.1.1.9
9.1.1.10
9.1.1.11
9.1.1.12
9.1.1.13
9.1.1.14
9.1.1.15
9.1.2.1
9.1.2.2
9.1.2.3
9.1.2.4
9.1.2.5
9.1.2.6
9.1.2.7
9.1.2.8
10.1.1.1
11.2.9.1
12.1.1.3
12.1.2.1
12.1.2.2
12.1.2.3
12.1.2.4
12.1.2.5
12.1.2.6
12.1.2.7
12.1.2.8
18.2.1.1","3.1
3.2
4.4
5.1
5.4
7.1","1.1, 1.1.1, 2.1, 2.1.1, 3.1, 3.1.1, 4.1, 4.1.1, 5.1, 5.1.1, 6.1, 6.1.1, 7.1, 7.1.1, 8.1, 8.1.1, 9.1, 9.1.1, 10.1, 10.1.1, 11.1, 11.1.1, 12.1, 12.1.1, A3.1.3","1.1.1
1.1.2","CC2.2
CC5.3"
SG-02,Security Governance,Exception Management,"Organization reviews exceptions to policies, standards and procedures; exceptions are documented and approved based on business need and removed when no longer required.",,X,X,X,,,X,,,,,,,,,,X,X,,,X,,SP-03,2.2,8.1.5.1,,,"1

2

3",,,,,,,,,,"5.1.1.1
5.1.1.7",3.2,,,"CC3.2
CC5.3"
SG-03,Security Governance,Document Control,"Organization's document management criteria is periodically reviewed, approved by management, and communicated to authorized personnel; management determines the treatment and retention of documentation according to legal and regulatory requirements.",,X,,X,X,,,,,,X,,,,,X,X,,X,,,,SP-01,,8.1.5.4,"4.2.2 �

7.5.2(a)

7.5.2(b)

7.5.2�

7.5.3.1(a)

7.5.3.1(b)

7.5.3.2(a)

7.5.3.2(b)

7.5.3.2�

7.5.3.2(d)",,,,,,A.9.2,,,,,ISM-0047,5.1.2.2,,"1.1, 1.1.1, 2.1, 2.1.1, 3.1, 3.1.1, 4.1, 4.1.1, 5.1, 5.1.1, 6.1, 6.1.1, 7.1, 7.1.1, 8.1, 8.1.1, 9.1, 9.1.1, 10.1, 10.1.1, 11.1, 11.1.1, 12.1, 12.1.1",,
SG-04,Security Governance,Information Security Program Content,"The Chief Security Officer conducts a periodic staff meeting to communicate and align on relevant security threats, program performance, and resource prioritization. ",X,X,,,,,X,X,X,,,X,X,X,X,X,X,,X,,X,"ID.AM-3
PR.IP-8","COM-01
OIS-05
SP-01",,,,,"1

2

3

4

5

15

24

25

60

68

69

73

74

75

76

77

94","5.1
5.1(e)
5.1(f)
5.1(g)
5.1(h)
6.2(b)
7.5.2
7.5.2(a)
7.5.2(b)
8.1
6.3","5.35

8.26",,,"AT-01
CA-06
IA-01
PL-02","AT-01
CA-06
IA-01
PL-02
SA-02","AT-01
CA-06
IA-01
PL-02
SA-02",164.308(a)(5)(ii)(A),ISM-0432,"3.1.3.3
4.4.1.1
4.6.1.2
4.8.2.1
11.2.9.6",,"12.4.2, 12.4.2.1",,"CC1.3
CC3.1"
SG-05,Security Governance,Procedures,Organization's key control capabilities are supported by documented procedures that are communicated to authorized personnel.,,,,,,,,,X,,,X,X,X,,,X,,X,,,,,,,,,,,5.37,,,"AC-01
AT-01
AU-01
CA-01
CM-01
IA-01
IR-01
IR-08
MA-01
MP-01
PE-01
PL-01
PL-02
PS-01
RA-01
SA-01
SC-01
SI-01","AC-01
AT-01
AU-01
CA-01
CM-01
IA-01
IR-01
IR-08
MA-01
MP-01
PE-01
PL-01
PL-02
PS-01
RA-01
SA-01
SC-01
SI-01","AC-01
AT-01
AU-01
CA-01
CM-01
IA-01
IR-01
IR-08
MA-01
MP-01
PE-01
PL-01
PL-02
PS-01
RA-01
SA-01
SC-01
SI-01",,,"8.1.4.3
12.1.1.1
12.1.1.2
12.1.1.4
12.1.1.5
12.1.1.6
12.1.1.7
12.1.1.8
12.1.1.9
12.1.1.10
12.1.1.11
12.1.1.12
12.1.1.13",,"1.1, 1.1.1, 2.1, 2.1.1, 3.1, 3.1.1, 4.1, 4.1.1, 5.1, 5.1.1, 6.1, 6.1.1, 7.1, 7.1.1, 8.1, 8.1.1, 9.1, 9.1.1, 10.1, 10.1.1, 11.1, 11.1.1, 12.1, 12.1.1",,
SG-06,Security Governance,Proprietary Rights Agreement,Organization regular employees consent to a proprietary rights agreement.,,X,,,,,X,,X,,X,,,,,,X,,,,,,"HR-06
IDM-08",,,,,"40

60",,"5.32

6.2",,A.10.1,,,,,,"7.1.2.3
18.1.2.3
7.1.2.4
7.1.2.5",,,,
SG-07,Security Governance,Review of Confidentiality Agreements,The Organization Proprietary Rights Agreement and Organization Network Access Agreement are reviewed on a periodic basis.,,X,,,,,X,,,,,X,X,X,,,X,,,,,,HR-06,,,,,"40

60",,,,,PS-06,PS-06,PS-06,,,18.1.2.11,,,,
SG-08,Security Governance,Information Security Program,Organization has an established security leadership team including key stakeholders in the Organization Information Security Program; goals and milestones for deployment of the information security program are established and communicated to the company through the periodic security all-hands meeting.,X,X,,X,,,X,X,X,,,X,X,X,X,X,X,X,X,X,X,"ID.BE-2
ID.BE-3","BCM-01
COM-01
OIS-01 
OIS-02
OIS-06
SP-01",,"8.1.6.1
8.1.7.1
8.1.7.2
8.1.9.2",,,1,"4.2
5.1
5.1(a)
5.1(e)
5.1(f)
5.1(g)
5.1(h)
5.2(d)
5.2(f)
6.2(a)
6.2(d)
6.2(e)
6.2(f)
6.2(i)
6.2(j)
7.4
7.5.1(a)
9.3
6.3",5.4,,,"CA-06
PL-02","CA-06
PL-02","CA-06
PL-02",164.308(a)(2),"ISM-0714
ISM-1478
ISM-1617
ISM-0725
ISM-0718
ISM-0733
ISM-1618
ISM-0734
ISM-0720","3.1.2.1
3.1.2.3
3.1.3.4
3.1.5.4
3.1.5.5
4.4.1.1
4.4.1.3
4.4.3.1
4.5.2.1
4.5.2.7
4.5.3.1
4.5.4.2
4.6.1.2
4.6.3.1
5.1.1.1
6.1.4.7
6.1.5.1
12.1.2.13
12.1.2.14
12.2.1.12
14.1.1.3
14.1.1.4
18.2.2.8",3.1,12.1.4,1.2.1,CC1.3
SG-09,Security Governance,Accessibility Program,Organization has an established accessibility leadership team including key stakeholders; goals and milestones for deployment of the accessibility program are established and communicated to the company.,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,CA-06,CA-06,CA-06,,,,,,,
SG-10,Security Governance,Information Security Management System Scope,Information Security Management System (ISMS) boundaries are formally defined in an ISMS scoping document.,,,,X,,,X,X,,,,X,X,X,,,X,,,,,,,,8.1.6.2,,,"1

4

5

6

7

47

48

49

60","4.2
4.3
4.4
5.2
6.2
7.4
7.5.1
8.1
9.1
9.3",,,,PL-02,PL-02,PL-02,,,"4.4.4.1
4.4.5.2",,,,
SG-11,Security Governance,Security Roles and Responsibilities,Roles and responsibilities for the governance of Information Security within Organization are formally documented within the Information Security Management Standard and communicated on the Organization intranet.,X,X,X,X,,,X,X,X,,,X,X,X,X,X,X,X,X,X,X,"ID.AM-6
ID.BE-2
ID.BE-3
ID.GV-2
PR.AT-2
PR.AT-3
PR.AT-4
PR.AT-5
DE.DP-1","BCM-01
COM-01
OIS-01 
OIS-02
OIS-06",17.5,"8.1.5.3
8.1.6.2
8.1.6.3
8.1.7.3
8.1.9.1
8.1.9.2
8.1.10.6",,,"1

4

5

60

61

62","5.1(f)
5.1(g)
5.1(h)
5.3
6.2(h)
7.2",6.5,,,"CA-06
PL-04","CA-06
PL-04
PS-09","CA-06
PL-04","164.308(a)(2)
164.308(a)(3)(i)","ISM-1071
ISM-1634
ISM-1635","3.1.5.3
4.4.1.2
4.4.3.1
4.5.2.7
6.1.1.1
6.1.1.4
6.1.1.6
6.1.1.7
6.1.1.8
6.1.1.9
6.1.1.10
6.1.1.11
6.1.5.6","3.1
4.1",12.1.3,"1.2.2
2.1.1",CC1.3
SG-12,Security Governance,Security Roles and Responsibilities: Risk Designations,Organization defined security roles and responsibilities are assigned risk designations and reviewed at least once every three years.,,,X,X,,,,,,,,X,X,X,,X,,,X,,,,,17.5,8.1.6.3 ,,,,,,,,PS-02,PS-02,PS-02,,"ISM-1525
ISM-1633
ISM-1634
ISM-1635",,,12.1.3,,
SG-13,Security Governance,Security Roles and Responsibilities: PCI Compliance,Roles and responsibilities and a program charter for the governance of PCI DSS compliance within Organization are formally documented and communicated by management.,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"12.4.1, A3.1.1, A3.1.2, A3.2, A3.2.1, A3.2.2, A3.3",,
SG-14,Security Governance,Information Security Resources,Information systems security implementation and management are included as part of the budget required to support the Organization�Security Program.,,,,X,,,,X,,,,,X,X,,X,X,,,,,,,,8.1.9.6,,,,"5.1(c)

7.1",,,,,SA-02,SA-02,,"ISM-0732
ISM-0120","3.1.6.2
4.5.1.1
4.5.1.2
4.5.5.3",,,,
SG-15,Security Governance,Management Review,"The Information Security Management System (ISMS) steering committee conducts a formal management review of ISMS scope, risk assessment activities, control implementation, and audit results on an annual basis. ",,X,,X,X,,,X,,,,X,X,X,,X,X,,,,,,COM-04,,"8.1.6.2
8.1.6.4
8.1.10.6
","9.3.1

9.3.2(a)

9.3.2(b)

9.3.2(c.1)

9.3.2(c.2)

9.3.2(c.3)

9.3.2(d)

9.3.2�

9.3.2(f)

9.3.2(g)

9.3.2(h)

9.3.2(i)

9.3.2(j)

9.3.2(k)

9.3.3.1(a)

9.3.3.1(b)

9.3.3.1�

9.3.3.1(d)

9.3.3.2(a)

9.3.3.2(b)",,,9.3,,,,CA-06,CA-06,CA-06,,"ISM-1636
ISM-0027
ISM-1587","4.6.3.2
4.6.3.3
4.6.3.4
4.7.1.7",,,,
SG-16,Security Governance,Enterprise Data Catalog,"Organization maintains an enterprise data catalog that encompasses key organizational data, environment metadata, and product information to facilitate continuous monitoring of the internal control environment. The enterprise data catalog is updated as part of the continuous monitoring process and upon the introduction of new service offerings and acquisitions.",,,X,,,,,,,,,,,,,X,,,,,,,,3.2,,,,,,,,,,,,,ISM-1572,,,,,
