ccf_id,control_domain,control_name,control_description,control_theme,control_type,policy_standard,implementation_guidance,testing_procedure,audit_artifacts
SM-27,Systems Monitoring,System Monitoring Legal Opinion,Organization obtains legal opinion with regard to monitoring activities in accordance with applicable requirements and mandates.,Process,Preventive,Logging & Monitoring Standard,"1. Design a legal process to ensure that only approved monitoring criteria is established as per applicable legal, contractual, and government requirements.

2. Ensure any change in monitoring criteria takes legal sign off into consideration.","1. Inspect organization's legal process to ensure approved monitoring criteria is established as per applicable legal, contractual, and government requirements.

2. Validate whether any change in monitoring criteria takes legal sign off into consideration.",E-SM-20 
SM-28,Systems Monitoring,Privileged Session Monitoring,Organization monitors trusted data environments for unauthorized logical access connections. ,Process,Detective,Logging & Monitoring Standard,"1. Ensure that Organization's Security Monitoring standard includes the requirements for session monitoring.

2. Configure monitoring tool to ensure least privileged principle is followed. 

3. Ensure that the organization monitors trusted data environments for unauthorized logical access connections.","1. Inspect Organization's Security Monitoring standard to determine whether the requirements for session monitoring are defined.

2. Inspect configurations of monitoring tool to ensure least privileged principle is followed. 

3. Inspect evidence of the Organization monitoring trusted data environments for unauthorized logical access connections.","E-SM-10

E-SM-14

E-SM-21" 
SM-29,Systems Monitoring,Availability Monitoring Alert Criteria,"Organization defines availability monitoring alert criteria, how alert criteria will be flagged, and identifies authorized personnel for flagged system alerts.",Process,Corrective,Logging & Monitoring Standard,"1. Ensure that a documented Availability Monitoring Standard is present including requirements defined for responding to alerts and confirmed incidents.

2. Establish a process to ensure that the availability monitoring rules are defined and implemented to flag events, and notify authorized personnel.

3. Ensure that the system configurations of monitoring tools include Availability Monitoring Alert Criteria.","1. Inspect Organizations Availability Monitoring Standard to determine whether requirements for availability monitoring alert criteria are defined.

2. Inspect availability monitoring tool to determine whether availability monitoring rules are defined and implemented to flag events, and notify authorized personnel.

3. Inspect system configurations of monitoring tools for a sample of services to determine whether Availability Monitoring Alert Criteria are configured for monitoring and alerting purposes on in-scope systems.","E-SM-22

E-SM-23

E-SM-24" 
SM-30,Systems Monitoring,Availability Monitoring Alert Criteria Review,Organization reviews availability monitoring alert criteria on an annual basis.,Process,Corrective,Logging & Monitoring Standard,"1. Ensure that a documented Security Monitoring Standard is present including process regarding availability monitoring alert criteria.

2.. Ensure that the availability monitoring alerts are reviewed on an annual basis.","1. Inspect Security Monitoring Standard to ensure process regarding availability monitoring alert criteria is defined.

2. Inspect evidence of availability monitoring alerts to ensure it is reviewed on an annual basis.","E-SM-10

E-SM-25" 
SM-31,Systems Monitoring,System Availability Monitoring,Critical systems are monitored in accordance with predefined availability criteria and alerts are sent to authorized personnel.,Process,Corrective,Information Systems Operations Policy,"1. Ensure that a documented Availability Monitoring Standard is present including requirements defined for responding to alerts and confirmed incidents.

2. Ensure that a process has been established which generates alerts against the availability incidents identified.

3. Ensure that the alerts are resolved in a timely manner by authorized personnel.","1. Inspect Organizations Availability Monitoring Standard to determine whether requirements are defined for responding to alerts and confirmed incidents.

2. Inspect a sample of availability incident tickets from alerts generated to determine whether the alerts were resolved in a timely manner by authorized personnel.","E-SM-22

E-SM-26" 
SM-32,Systems Monitoring,Remote Access: Activity Log Audit,Logs from remote sessions are audited for prohibited activity on a weekly basis.,Process,Detective,Logging & Monitoring Standard,1. Establish a process that ensures the logs from remote sessions be reviewed for prohibited activity on a weekly basis.,1. Inspect evidence of logs of remote sessions to determine that the logs are reviewed for prohibited activity on a weekly basis.,"E-SM-01
E-SM-27
E-SM-28" 
SO-01,Site Operations,Secured Facility,"Physical access to restricted areas of the facility is protected by walls with non-partitioned ceilings, secured entry points, and/or manned reception desks.",Process,Preventive,Physical and Environmental Security Policy,1. Ensure that the Organization-owned data center facility is protected with: Non-partitioned ceilings Secured entry points; and/or Manned reception desks. ,1. Observe the Organization-owned data center facility to determine whether the facility is protected with: Non-partitioned ceilings Secured entry points; and/or Manned reception desks. ,E-SO-01 
SO-02,Site Operations,Physical Protection and Positioning of Cabling,"Organization power and telecommunication lines are protected from interference, interception, and damage.",Process,Preventive,Physical and Environmental Security Policy,"1. Ensure that the Organization-owned data center facility has power and telecommunication lines tagged and labelled properly to  protect from interference, interception, and damage.","1. Inspect Organization-owned data center facility to determine whether power and telecommunication lines are tagged and labelled properly to  protect from interference, interception, and damage.",E-SO-02 
SO-03,Site Operations,Global Coordination of Critical Functions: Information Security Safeguards,Organization consistently applies information security safeguards in datacenters and campuses.,Process,Corrective,Physical and Environmental Security Policy,"1. Ensure that information security safeguards are in place in datacenters and campuses including but not limited to : 
Access Machines at entry/exit
Fire extinguishers
Fire Alarms etc.","1 Observe whether information security safeguards are in place in datacenters and campuses including but not limited to : 
Access Machines at entry/exit
Fire extinguishers
Fire Alarms etc.",E-SO-03 
SO-04,Site Operations,Provisioning Physical Access,"Physical access provisioning to an Organization datacenter requires management approval and documented specification of: 
 account type (e.g., standard, visitor, or vendor)
 access privileges granted
 intended business purpose
 visitor identification method, if applicable
 temporary badge issued, if applicable
 access start date
 access duration",Process,Preventive,Physical and Environmental Security Policy,"1. Ensure all physical access to organization data centers have management approval and documentation.

2. Ensure physical access is granted after appropriate approvals.","1. Inspect the physical security system workflow to determine whether requests for physical access required management approval and required documented specification of:
Account type (e.g., visitor, vendor, or regular).
Access privileges granted.
Intended business purpose.
Visitor identification method, if applicable.
Temporary badge issued, if applicable.
Access start date.
Access duration.

2. Inspect physical access request documentation for a sample of new physical access requests to the Organization-owned data center and data rooms to determine whether access is approved. ","E-SO-08
E-SO-09
" 
SO-05,Site Operations,De-provisioning Physical Access,"Physical access that is no longer required in the event of a termination or role change is revoked. If applicable, temporary badges are returned prior to exiting facility.",Process,Preventive,Physical and Environmental Security Policy,"1. Design and document a process for temporary badges being returned prior to exiting the facility.

2. Ensure access is revoked in case of employee termination or role change.","1. Inspect Physical Access Policy to determine whether it contains the requirement for temporary badges to be returned prior to exiting the facility.

2. Obtain evidence to ensure no physical access is active for the terminated employees or unnecessary physical access for employees with a change in their roles and responsibilities. ","E-SO-08
E-SO-10
" 
SO-06,Site Operations,Periodic Review of Physical Access,Organization performs physical account and access reviews on a quarterly basis; corrective action is taken where applicable.,Process,Detective,Physical and Environmental Security Policy,"1. Design and document a process for physical access review and frequency.

2. Ensure access review is performed as per defined frequency and necessary action is taken, if required..","1. Inspect Organizations Physical Access Policy to determine whether requirements for physical access review are defined.

2. Inspect quarterly physical access review documentation for a sample of quarters and a sample of Organization-owned data rooms to determine whether the access review is completed, and corrective actions is documented and resolved for any access that should be revoked.","E-SO-08
E-SO-11
E-SO-12
" 
SO-07,Site Operations,Physical Access Role Permission Authorization,"Initial permission definitions, and changes to permissions, associated with physical access roles are approved by authorized personnel.",Process,Preventive,Physical and Environmental Security Policy,"1. Ensure all physical access to organization data centers have management approval and documentation.

2. Ensure physical access is granted after appropriate approvals.","1 Inspect the physical security system workflow to determine whether requests for physical access require approval.

2 Inspect an approval of authorized personnel, for any initial permission  or modifications of permissions, ensure they are associated to physical access roles.","E-SO-08
E-SO-09
" 
SO-08,Site Operations,Monitoring Physical Access,Intrusion detection and video surveillance are installed at Organization datacenter locations; confirmed incidents are documented and tracked to resolution.,Process,Detective,Physical and Environmental Security Policy,"1. Ensure that the Organization data center intrusion detection and video surveillance system are installed at Organization data center.

2. Ensure that event logs are used for resolution of incidents.","1. Observe the Organization data center intrusion detection and video surveillance system to determine whether intrusion detection and video surveillance systems are installed at Organization data center.

2. If applicable, for a sample of incident observe that event logs were used for the resolution of the incident.","E-SO-04

E-IR-07" 
SO-09,Site Operations,Surveillance Feed Retention,Surveillance feed data is retained for 90 days.,Technology,Corrective,Physical and Environmental Security Policy,1. Ensure that surveillance feed data is stored for 90 days.,"1. Observe a sample of video footage showing the date and timestamp from the day of collection and one that is from 90 days before that.

2. Observe a configuration from the camera management system that shows that it is configured to retain surveillance video data for 90 days",E-SO-05 
SO-10,Site Operations,Visitor Access,"Physical access for visitors is managed through monitoring, maintaining records, escorting, and reviewing access monthly. Visitor access records to the facilities are kept for at least a year.",Process,Preventive,Physical and Environmental Security Policy,"1. Design and document the requirement for visitor access, maintaining records, escorting, and reviewing access monthly.

2. Ensure visitor access is approved, with an escort.

3. Ensure monthly access reviews are performed.

4. Ensure retention of visitor access for at least a year.","1. Inspect Physical Access Policy to determine whether it contains the requirement for visitor access, maintaining records, escorting. and reviewing access monthly.

2. Obtain and validate evidence that visitor access is approved, with an escort.

3. Obtain and validate evidence of monthly access reviews.

4. Obtain and validate evidence of retention of visitor access for at least a year.","E-SO-08       
E-SO-13
E-SO-14" 
SO-11,Site Operations,Physical Access Devices,"Physical access devices (i.e., keys, combinations, access cards, etc.) are maintained through an inventory and restricted to authorized individuals. Appropriate devices are rotated when compromised or upon employee termination or transfer.",Process,Preventive,Physical and Environmental Security Policy,"1. Ensure inventory of physical access devices is maintained.

2. Ensure access to inventory is limited to authorized personnel.

3. Ensure rotation of physical access devices when compromised, or employee termination or transfer.","1 Inspect the list of physical access devices.

2 Inspect the list of individuals who has an access to physical devices.

3 Inspect whether physical access devices were rotated when compromised or upon employee termination or transfer.","E-SO-15
E-SO-16
E-SO-17" 
SO-12,Site Operations,Temperature and Humidity Control,Temperature and humidity levels of datacenter environments are monitored and maintained at appropriate levels.,Technology,Detective,Physical and Environmental Security Policy,"1. Ensure temperature and humidity monitoring system configurations at organization-owned data center are set to determine whether temperature and humidity levels are being monitored and configured to alert appropriate personnel when temperature or humidity levels exceed set limits. 

2.Ensure that temperature and humidity alarms are generated over the threshold.","1. Inspect the temperature and humidity monitoring system and configurations at organization-owned data center to determine whether temperature and humidity levels are being monitored and configured to alert appropriate personnel when temperature or humidity levels exceed set limits. 

2.Inspect the temperature and humidity alarms generated over the threshold to determine if any alarms were triggered.","E-SO-18
E-SO-19
E-SO-20" 
SO-13,Site Operations,Fire Suppression Systems,Emergency responders are automatically contacted when fire detection systems are activated; the design and function of fire detection and suppression systems are maintained at appropriate intervals.,Technology,Preventive,Physical and Environmental Security Policy,"1. Ensure fire detection systems are in place and emergency responders are contacted, if required.

2. Ensure detection and suppression systems are tested at regular intervals.","1. Inspect Organization's Physical Security Policy, Alarm Management and System Maintenance Standard to determine whether requirements for fire detection/suppression systems are defined.

2. Observe the fire detection/suppression systems in use at the Organization-owned data center to determine whether they are in place.

3. Inspect the fire detection system monitoring contract in place to determine whether Organization has contracted with a third party to monitor fire detection systems for the Organization-owned data center.

4. Inspect fire suppression/detection certifications at the Organization owned data center to determine whether the design and function of these systems are tested at appropriate intervals.","E-SO-08

E-SO-06

E-SO-21" 
SO-14,Site Operations,Power Failure Protection,Organization employs uninterruptible power supplies (UPS) and generators to support critical systems in the event of a power disruption or failure. The design and function of relevant equipment is certified at appropriate intervals.,Process,Corrective,Physical and Environmental Security Policy,"1. Ensure UPS and generators are employed to support critical systems in the event of a power disruption or failure.

2. Ensure that UPS and generator are certified at appropriate intervals.","1. Observe the UPS and generators at a sample of Organization-owned data center and data rooms to determine whether they are employed to support critical systems in the event of a power disruption or failure.

2. Inspect UPS and generator certifications for in-scope Organization owned-data center and data rooms to determine whether the equipment is certified at appropriate intervals.","E-SO-08

E-SO-07

E-SO-22" 
SO-15,Site Operations,Emergency Shutoff,Organization employs emergency power shut-off capabilities. Access to shut off power is restricted to authorized individuals.,Process,Preventive,Physical and Environmental Security Policy,"1. Ensure process is documented for emergency power shut-off.

2. Ensure access to shut-off power is limited to authorized personnel.","1 Inspect documentation related to emergency power shut-off capabilities.

2 Obtain and validate a list of authorized personnel who have access to shut off power.","E-SO-08
E-SO-23" 
SO-16,Site Operations,Emergency Lighting,Organization employs emergency lighting in the event of a power disruption or failure. The design and function of relevant equipment is certified at appropriate intervals.,Process,Corrective,Physical and Environmental Security Policy,1. Ensure emergency lighting equipment's are tested at regular intervals.,1 Inspect certification of relevant equipment which may be used during emergency lighting in the event of a power disruption or failure.,E-SO-24 
TA-01,Training and Awareness,General Security Awareness Training,"Organization personnel complete security awareness training, which includes annual updates about relevant policies and how to report security events to the authorized response team. Records of training completion are documented and retained for tracking purposes.",People,Preventive,Training & Awareness Procedure,"1. Ensure that the requirements for completion of security awareness training are defined in the Organizations Compliance Training Policy and Security Awareness Training Standard.

2. Ensure that the Organization's Security Awareness Training Material is well defined, documented, and up to date.

3. Ensure that there is a record of active employees and contractors maintained and updated by the organization.

4. Ensure that security awareness training is provided on a regular basis and the progress of all contractors and employees participating in the training tracked and documented..","1. Inspect Organizations Compliance Training Policy and Security Awareness Training Standard to determine whether requirements for completion of security awareness training are defined.

2. Inspect Organizations Security Awareness Training material to determine whether it details: Version history of the SAT to determine materials are updated during the audit period. How to report security events to the appropriate response team

3. Obtain the list of active employees and contractors.

4. For a sample of active employees and contractors, obtain and inspect the security awareness training completion records to determine whether training is completed annually and completion is tracked and documented.","E-TA-01

E-TA-02

E-TA-03" 
TA-02,Training and Awareness,Code of Conduct Training,Organization full-time and temporary employees and interns complete a code of business conduct training.,People,Preventive,Training & Awareness Procedure,"1. Ensure that requirements for completion of business code of conduct training are defined with the organization's Compliance Training Policy.

2. Ensure that the training material for the Organization's Code of Business Conduct outlines the responsibilities of both full-time and temporary employees in adhering to the code.

3. Ensure employees have completed the Code of Business Conduct training as per the policy by examining  training completion records for a group of new and existing employees.","1. Inspect Organizations Compliance Training Policy to determine whether requirements for completion of business code of conduct training are defined.

2. Inspect Organizations Code of Business Conduct training material to determine whether it includes Organization full-time and temporary Employees responsibilities for adhering to the business code of conduct.

3. Inspect Code of Conduct training completion records for a selection of new and current employees to determine whether new hires and existing employees have completed Code of Business Conduct training in accordance with the policy.","E-TA-01

E-TA-02

E-TA-03" 
TA-03,Training and Awareness,Accessibility Training,"Organization personnel complete accessibility awareness training, which includes annual updates about relevant policies and how to report accessibility events internally. Records of training completion are documented and retained for tracking purposes.",People,Preventive,Training & Awareness Procedure,"1. Ensure that the training material includes information about annual updates to relevant policies and instructions on how to report accessibility events internally.

2. Ensure that well defined and documented records of training completion are maintained by the organization.","1 Inspect training material to determine whether it detailed annual updates about relevant policies and how to report accessibility events internally. 

2 Inspect training completion records for a sample of employees.","E-TA-02

E-TA-03" 
TA-04,Training and Awareness,Phishing Awareness,Organization performs periodic phishing campaigns.,People,Preventive,Training & Awareness Procedure,1. Ensure that the organization conducts regular phishing campaigns to help employees get better at spotting and handling real phishing threats,1. Verify that the organization performs periodic phishing campaigns to evaluate and improve their employees' ability to recognize and respond to real phishing threats.,E-TA-04 
TA-05,Training and Awareness,Developer Security Training,Organization's software engineers are required to complete training based on secure coding techniques on an annual basis.,People,Preventive,Training & Awareness Procedure,"1. Ensure that review of the security training material includes guidance on yearly Secure Coding Training for PCI developers and software engineers.

2. Ensure that the secure coding training was provided and completed by the employees within the last 365 days.

3. Make sure that engineers are registered for the Security Engineering Training program as required.","1. Inspect the Security Training Material to validate that the standard provides guidance on annual Secure Coding Training for PCI developers and software engineers.

2. For a sample of employees obtain evidences showing secure coding training completion. Validate that the date of completion is in the last 365 days.

3. Ensure that all engineers are enrolled in the Security Engineering Training program as needed.","E-TA-02

E-TA-03" 
TA-06,Training and Awareness,Payment Card Processing Security Awareness Training,"Organization personnel that interact with cardholder data systems receive awareness training to be aware of attempted tampering or replacement of devices. Training should include the following:
 verify the identity of third-party persons claiming to be repair or maintenance personnel, prior to granting them access to modify or troubleshoot devices.
 do not install, replace, or return devices without verification
 be aware of suspicious behavior around devices (e.g., attempts by unknown persons to unplug or open devices)
 report suspicious behavior and indications of device tampering or substitution to authorized personnel (e.g., to a manager or security officer)",People,Preventive,Training & Awareness Procedure,"1. Ensure that the training materials to check if they cover the following topics:
 Confirming the identity of third-party repair or maintenance personnel before giving them access to devices.
 Not making changes or returning devices without proper verification.
 Being alert to unusual behavior around devices, like unauthorized attempts to tamper with them.
 Reporting any suspicious behavior or signs of device tampering to authorized personnel, such as a manager or security officer.
","1 Inspect training material to determine whether it detailed:
 verify the identity of third-party persons claiming to be repair or maintenance personnel, prior to granting them access to modify or troubleshoot devices.
 do not install, replace, or return devices without verification
 be aware of suspicious behavior around devices (e.g., attempts by unknown persons to unplug or open devices)
 report suspicious behavior and indications of device tampering or substitution to authorized personnel (e.g., to a manager or security officer)
2 Inspect training completion records for a selection of employees.","E-TA-02

E-TA-03" 
TA-07,Training and Awareness,Role-based Security Training: HIPAA,Organization personnel with access to personal health information (PHI) are required to attend and complete HIPAA privacy training.,People,Preventive,Training & Awareness Procedure,"1. Ensure access to sensitive information including (PHI) is given to limited employees (based on roles and responsibilities) and records for the same shall be maintained. 

2. Ensure all employee that accesses PHI shall complete mandatory training of HIPAA security and privacy.

3. Training records for the same needs to be maintained for tracking purpose.","1. Inspect the population of Organization personnel who have access to PHI.

2. Inspect completion records for a sample of employees with access to PHI, for evidence that the employees had completed HIPAA security and privacy training. ","E-TA-05

E-TA-03" 
TA-08,Training and Awareness,Role-based Security Training,"Organization personnel with key security responsibilities complete relevant role-based training on an annual basis:
 personnel must complete training prior to obtaining access to privileged security systems
 personnel with contingency responsibilities must complete role-based training within 10 days of assuming the role
 records of training completion are documented and retained for tracking purposes",People,Preventive,Training & Awareness Procedure,"1. Ensure role-based training material contains details around key security responsibilities.

2. Training records for each employee shall be maintained for future tracking.","1 Inspect training material to determine whether it detailed key security responsibilities relevant to role-based trainings.

2 Inspect training completion records for a sample of employees.","E-TA-02

E-TA-03" 
TA-09,Training and Awareness,Security Champion Training,"Service teams select a ""Security Champion"" to ensure security engagement responsibilities are assigned and tracked to completion; Security Champions receive training on how to execute responsibilities.",People,Preventive,Training & Awareness Procedure,"1. Ensure there is a process by which the service teams select a ""Security Champion"" and they complete their security champions training.

2. Maintain training records for the Security Champions.","1. Inspect documentation related to Security Champions and verify that they are defined for selected service teams. 

2. Inspect training completion records for a sample of Security Champions.","E-TA-02

E-TA-03" 
TPM-01,Third-Party Management,Third-Party Assurance Review,"On a periodic basis, management reviews controls within third-party assurance reports to ensure that they meet organizational requirements; if control gaps are identified in the assurance reports, management takes action to address impact the disclosed gaps have on the organization.",Process,Detective,Vendor Information Security Policy,"1. Ensure there is a documented procurement policy and information security standard which consists information that includes but not limited to third-party assurance reviews. 

2. Ensure a formal questionnaire is prepared, which will be used for assessing third-party risks during the onboarding process.
 
3. Ensure there is an action plan for control gaps identified at the time of vendor security review for their third-party controls.
 ","1. Inspect Organization Procurement Policy and Vendor Information Security Standard to determine whether requirements for third-party assurance reviews are defined.

2. Observe Organization Risk Assessment system to determine whether a questionnaire for systematically assessing third-party risks is defined.

3. For a sample of vendors, inspect whether the corresponding Vendor Security Review (VSR) is completed to determine whether management has assessed the third partys controls to determine Organization requirements are met and management took action on control gaps as applicable.","E-TPM-01

E-TPM-07 

E-TPM-02

E-TPM-03 

" 
TPM-02,Third-Party Management,Vendor Risk Management,Organization performs a risk assessment to determine the data types that can be shared with a managed service provider.,Process,Preventive,Vendor Information Security Policy,1. Ensure there is process to conduct vendor security review and all vendors must go through the review; records for documentation and risk rating needs to be maintained. ,"1. Validate for a sample for service providers that an assessment was conducted and a risk rating is assigned to them as part of the VSR process.

2. Validate that the vendors are listed in the vendor management tool",E-TPM-04 
TPM-03,Third-Party Management,Forensic Investigations,Organization enables procedures to conduct a forensic investigation in the event that a hosted merchant or service provider is compromised.,Process,Preventive,Vendor Information Security Policy,"1. Ensure there is documented process for conducting a forensic investigation in the event when a hosted merchant or service provider is compromised. 

2. Ensure documentation for the same needs to be maintained for tracking purposes and corrective actions.","1. Inspect documentation to determine whether procedures to conduct a forensic investigation in the event when a hosted merchant or service provider is compromised, are defined.

2. For sample investigations validate whether appropriate documentation is retained.","E-TPM-05

E-TPM-06" 
TPM-04,Third-Party Management,Privacy Risk Assessment,"Organization reviews the privacy practices of service providers who access, collect, process, transfer, or store personal information on Organization's behalf upon initial procurement and renewal; non-compliance is tracked through remediation.",Process,Corrective,Vendor Information Security Policy,"1. Ensure that a process is defined and documented to review the privacy practices of service providers who access, collect, process, transfer, or store personal information on Organization's behalf.

2. Ensure that the reviews are conducted at the time of initial procurement and at renewal.

3. Ensure that any non-compliances are tracked to remediation.
 
","1. Inspect and validate that a process is defined and documented to review the privacy practices of service providers who access, collect, process, transfer, or store personal information on Organization's behalf.

2. Validate for a sample vendor that the reviews are conducted at the time of initial procurement and at renewal.

3. Validate for a sample non-compliance event that it was tracked to remediation.
 
","E-TPM-07 

E-TPM-08

E-TPM-09" 
TPM-05,Third-Party Management,Network Access Agreement: Vendors,Third-party entities which gain access to the Organization network sign a network access agreement.,Process,Preventive,Vendor Information Security Policy,1. Ensure that all third-party vendors sign the network access agreement before accessing the organization's network.,1. For a sample of vendors validate whether a signed Network Security Agreement Exists prior to onboarding.,E-TPM-10 
TPM-06,Third-Party Management,Vendor Non-disclosure Agreements,"Agency temporary workers, independent contractors, and third-party entities consent to a non-disclosure clause.",Process,Preventive,Vendor Information Security Policy,1. Ensure that a process is defined and documented for all agency temporary workers and independent contractors to sign a non-disclosure clauses before accessing the organization's network.,"1. Obtain listings of agency temporary workers and independent contractors from the Contingent Workforce team

2. For a sample of agency temporary workers, independent contractors, inspect Agreement to determine that non-disclosure clause is acknowledged.",E-TPM-11 
TPM-07,Third-Party Management,Cardholder Data Security Agreement,"Organization managed service providers that manage, store, or transmit cardholder data on behalf of the customer must provide written acknowledgement to customers of their responsibility to protect cardholder data and the cardholder data environment.",Process,Preventive,Vendor Information Security Policy,"1. Ensure that a process is defined and documented for all the managed service providers that manage, store, or transmit cardholder data on behalf of the customer to provide a written acknowledgement to customers of their responsibility to protect cardholder data and the cardholder data environment.",1. Validate for a sample Managed Service Provider that they have provided acknowledgement to customers of their responsibility to protect cardholder data and the cardholder data environment.,E-TPM-12 
TPM-08,Third-Party Management,HIPAA Business Associate Agreement,"Organization Business Associate Agreements must contain provisions for the following:
 permitted uses and disclosures of Protected Health Information (PHI)
 PHI safeguards to prevent unauthorized use or disclosure
 communications regarding the unauthorized use or disclosure of PHI
 PHI availability
 contract termination and disposition of PHI",Process,Preventive,Vendor Information Security Policy,"1. Ensure there is a documented business associate agreement which includes clauses but not limited to :
 permitted uses and disclosures of Protected Health Information (PHI)
 PHI safeguards to prevent unauthorized use or disclosure
 communications regarding the unauthorized use or disclosure of PHI
 PHI availability
 contract termination and disposition of PHI

2. Ensure that a process is defined for all business associates to sign and acknowledge to this agreement","1. Inspect Organization's Business Associate Agreements and validate that it includes the following:
 permitted uses and disclosures of Protected Health Information (PHI)
 PHI safeguards to prevent unauthorized use or disclosure
 communications regarding the unauthorized use or disclosure of PHI
 PHI availability
 contract termination and disposition of PHI

2. For a sample business associate validate that they have signed the said agreement.",E-TPM-13 
TPM-09,Third-Party Management,HIPAA Business Associate Subcontractor Agreement,"Organization requires a Business Associate Subcontractor Agreement with Business Associates from which it receives or transmits protected health information (PHI); Business Associates under contract are required to provide assurance that they adhere to Organization's security standards, which includes the security of PHI and reporting security events that potentially expose PHI.",Process,Preventive,Vendor Information Security Policy,"1. Ensure there is a documented business associate subcontractor agreement which includes, but not limited to: security of PHI and reporting of security events that potentially exposes PHI.

2. Ensure that all business associates are under this agreement and provide assurance that they adhere to Organization's security standards.","1. Inspect Organization's Business Associate Subcontractor Agreement document.

2. Inspect an executed agreement for Organization's Business Associate, for evidence that Business Associates provide Assurance that they comply with Organization's security standards, which includes the security of PHI and reporting security events that potentially expose PHI.",E-TPM-14 
TPM-10,Third-Party Management,Network Service Level Agreements (SLA),Vendors providing networking services to Organization are contractually bound to provide secure and available services as documented in SLAs.,Process,Preventive,Vendor Information Security Policy,"1. Ensure that a process is defined and documented for ensuring SLA in case of network services.

2. Ensure appropriate contracts are created with network service providers to ensure availability of network services.

3. Ensure appropriate monitoring is enabled to identify any network downtime and SLA breaches.","1. Inspect and a validate that a process is defined and documented for ensuring SLA in case of network services.

2. Validate for a sample vendor that contracts are created to ensure availability of network services.

3.Validate monitoring configuration to confirm that it is enabled to identify any network downtime and SLA breaches.","E-TPM-15
E-TPM-16" 
TPM-11,Third-Party Management,Personal Information Processing and Transfer Agreement,"Appropriate data processing and transfer agreements are established for the collection, processing, transfer, or storage of personal information by, or on behalf of, Organization.",Process,Preventive,Vendor Information Security Policy,"1. Ensure that a process is defined and documented for establishing data processing and transfer agreements for the collection, processing, transfer, or storage of personal information by, or on behalf of, the Organization.

2. Ensure these agreements are signed and retained appropriately as per organization's policy.","1. Inspect and validate that a process is defined and documented for establishing data processing and transfer agreements for the collection, processing, transfer, or storage of personal information by, or on behalf of, the Organization.

2. Validate for a sample agreement that it is signed and retained appropriately as per organization's policy.",E-TPM-17 
TPM-12,Third-Party Management,Approved Service Provider Listing,Organization maintains a list of approved managed service providers and the services they provide to Organization.,Process,Preventive,Vendor Information Security Policy,"1. Ensure there is a documented process for vendor onboarding and termination. 

2. Ensure that activities for vendor onboarding and offboarding are logged and maintained appropriately.

3. Ensure that the list of active vendors is reviewed and updated periodically.","1. Inspect and validate that there is a documented process for vendor onboarding and termination. 

2. Validate that activities for vendor onboarding and offboarding are logged and maintained appropriately.

3. Validate the list of active vendors and verify that it is reviewed and updated periodically.",E-TPM-18 
TPM-13,Third-Party Management,Vendor Information Security Standard,Organization has documented a Vendor Information Security Standard that defines the responsibilities and governance requirements regarding vendor information security engagements. Contractual agreements are entered into with vendors who process or store Organization data that define information Security terms and service level agreements.,Process,Preventive,Vendor Information Security Policy,"1. Ensure there is documented vendor information security standard which is available on intranet for employees.

2. Ensure vendor information security standard defines the responsibilities and governance requirements regarding vendor information security engagements.

3. Ensure appropriate agreements are established with vendors who process or store Organization data. ","1. Inspect and validate that there is a documented vendor information security standard which is available on intranet for employees.

2. Validate vendor information security standard defines the responsibilities and governance requirements regarding vendor information security engagements.

3. For a sample vendor validate that agreements are established.","E-TPM-07

E-TPM-19" 
VM-01,Vulnerability Management,Vulnerability Scans,Organization conducts vulnerability scans against the production environment; scan tools are updated prior to running scans.,Process,Detective,Vulnerability Management Policy,"1. Ensure that the requirements for periodic vulnerability scans are defined and documented.

2. Ensure a process is established for updating the scanning tool version prior to running the scan.
","1. Review Vulnerability Management policy and/or standard to validate that they define requirements for periodic vulnerability scans.

2. Inspect scanning tool version information to ensure they are up to date.

3. Validate evidence for a sample of service production hosts/accounts to ensure that vulnerability scans are conducted and tickets are created as appropriate.","E-VM-01

E-VM-02

E-VM-03" 
VM-02,Vulnerability Management,Vulnerability Scans: Cardholder Data Environment,Vulnerability scans are conducted against cardholder environments at least quarterly or after significant change; critical vulnerability resolution is confirmed via a rescan.,Process,Detective,Vulnerability Management Policy,"1. Ensure that the requirements for quarterly vulnerability scans against cardholder data environement are defined and documented.

2. Ensure a process is established to initiate a scan after every significant change.

3. Ensure all critical vulnerabilities are tracked to resolution and confirmed via a rescan","1. Inspect and validate whether the requirements for quarterly vulnerability scans against cardholder data environement are defined and documented.

2. Validate that a process is established to initiate a scan after every significant change.

3. Validate for a sample critical vulnerability whether it was tracked to resolution and confirmed via a rescan","E-VM-01

E-VM-04" 
VM-03,Vulnerability Management,Vulnerability Scans: Audit Log Review,"When vulnerabilities are identified, Organization analyzes audit logs to see if it has been previously exploited. Identified exploitations are resolved through incident management.",Process,Detective,Vulnerability Management Policy,"1. Ensure that a process is defined and documented to verify the exploitability of a vulnerability via audit logs.

2. Ensure all identified exploitations are resolved through the incident management process.","1. Inspect and validate that a process is defined and documented to verify the exploitability of a vulnerability via audit logs.

2. Validate for a sample exploitation that it was resolved through the incident management process.","E-VM-01

E-VM-05" 
